Product ID,Product Name,Category,Sub-Category,Sales Region,Sale Date,Quantity Sold,Unit Price (INR),Total Revenue (INR),Discount (%),Sales Channel,Customer Type,Season
P002,Basmati Rice Seeds,Cereals,Rice,East,02-12-2024,24,219.36,4218.03,19.88,Direct Sales,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,26-09-2024,431,283.95,108773.52,11.12,Direct Sales,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,East,16-10-2024,392,73.7,23233.66,19.58,Direct Sales,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,16-11-2024,107,249.83,23676.36,11.43,Direct Sales,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,North,04-10-2024,50,448.87,18560.77,17.3,Wholesale,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,East,19-10-2024,44,161.25,6452.9,9.05,Retail,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,North,29-11-2024,355,455.2,152191.11,5.82,Direct Sales,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,South,27-12-2024,343,480.59,143775.52,12.78,Retail,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,East,11-11-2024,114,150.67,15848.65,7.73,E-commerce,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,17-09-2024,102,233.29,19226.83,19.2,Direct Sales,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,14-11-2024,225,245.85,47638.35,13.88,E-commerce,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,North,29-12-2024,294,107.16,28946.83,8.12,Direct Sales,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,North,04-12-2024,17,97.27,1470.04,11.1,Direct Sales,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,19-10-2024,490,423.75,196404.31,5.41,Retail,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,30-09-2024,497,491.17,222800.56,8.73,Wholesale,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,23-09-2024,115,452.23,51106.74,1.73,Retail,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,West,10-12-2024,287,178.86,46887.4,8.66,Retail,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,West,05-10-2024,347,266.44,88488.37,4.29,Retail,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,28-12-2024,472,422.11,186185.97,6.55,Retail,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,Central,20-10-2024,239,78.41,16819.14,10.25,Direct Sales,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,10-12-2024,37,421.44,15354.7,1.53,Direct Sales,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,South,08-09-2024,2,211.35,377.6,10.67,Direct Sales,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,30-10-2024,490,105.09,47590.85,7.58,Direct Sales,Farmer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,East,03-11-2024,41,69.78,2589.47,9.49,Retail,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,27-12-2024,297,191.19,51479.86,9.34,E-commerce,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,07-11-2024,449,57.86,25792.09,0.72,E-commerce,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,27-09-2024,264,254.39,65446.41,2.55,Wholesale,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,03-09-2024,399,257.21,99671.14,2.88,Wholesale,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,South,17-12-2024,51,393.09,18397.67,8.23,Retail,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,17-11-2024,161,210.09,31882.96,5.74,Direct Sales,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,25-11-2024,264,285.78,67976.77,9.9,E-commerce,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,West,15-09-2024,240,93.03,20228.44,9.4,Wholesale,Distributor,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,03-11-2024,29,249.09,6338.72,12.25,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,27-11-2024,13,194.24,2506.69,0.73,Direct Sales,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,North,19-10-2024,356,85.75,24684.13,19.14,Retail,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,North,10-10-2024,413,288.48,111409.91,6.49,Wholesale,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,30-12-2024,192,179.92,34185.38,1.04,Wholesale,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,West,01-11-2024,142,405.54,50854.8,11.69,Wholesale,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,Central,01-10-2024,98,482.47,43679.17,7.62,Direct Sales,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,East,06-10-2024,34,228.97,7510.95,3.52,Retail,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,South,27-10-2024,335,255.8,82042.48,4.26,Retail,Distributor,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,South,26-11-2024,355,158.45,51777.89,7.95,Direct Sales,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,12-11-2024,443,70.69,26809.35,14.39,Wholesale,Distributor,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,29-12-2024,489,229.3,111152.19,0.87,Retail,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,21-11-2024,373,399.36,125306.23,15.88,E-commerce,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,South,08-10-2024,81,439.06,34408.03,3.25,Retail,Distributor,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,East,01-10-2024,115,249.16,26931.33,6.01,Wholesale,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,05-12-2024,458,89.35,34014.62,16.88,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,Central,06-12-2024,53,335.21,14344.37,19.26,Wholesale,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,20-12-2024,156,81.11,10365.47,18.08,E-commerce,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,05-09-2024,90,341.63,27847.29,9.43,Direct Sales,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,South,23-10-2024,29,143.65,4146.27,0.47,Direct Sales,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,13-11-2024,431,173.71,65413.05,12.63,Retail,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,10-09-2024,59,165.9,8164.25,16.59,E-commerce,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,03-10-2024,242,188.93,41958.22,8.23,E-commerce,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,East,03-12-2024,106,222.17,21724.89,7.75,Wholesale,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,05-10-2024,44,179.81,6372.03,19.46,Retail,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,North,15-09-2024,140,394.53,47954.33,13.18,Direct Sales,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,24-09-2024,133,398.02,51052.11,3.56,Wholesale,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,22-10-2024,312,306.4,80683.7,15.6,Direct Sales,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,West,22-10-2024,488,419.63,172588.11,15.72,E-commerce,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,08-09-2024,183,225.72,35061.18,15.12,Direct Sales,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,East,24-11-2024,124,200.08,22671.3,8.62,E-commerce,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,15-09-2024,78,302.84,23146.73,2.01,Direct Sales,Distributor,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,10-11-2024,382,166.76,57892.67,9.12,Wholesale,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,24-11-2024,408,317.93,119727.35,7.7,Wholesale,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,20-09-2024,374,326.11,97791.65,19.82,E-commerce,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,South,31-12-2024,115,389.95,37323.87,16.77,Direct Sales,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,South,14-11-2024,186,164.93,26330.05,14.17,E-commerce,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,11-09-2024,205,253.51,42885.27,17.48,Direct Sales,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,West,30-09-2024,250,227.4,52802.28,7.12,Direct Sales,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,11-12-2024,458,204.18,90278.84,3.46,Retail,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,05-11-2024,173,251.55,43339.73,0.41,Direct Sales,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,15-12-2024,131,161.18,18012.85,14.69,Retail,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,26-10-2024,492,157.22,74188.53,4.09,Retail,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,08-10-2024,175,224.56,33132.14,15.69,Retail,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,West,04-09-2024,488,483.53,219917.18,6.8,E-commerce,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,10-09-2024,231,212.03,48974.03,0.01,Wholesale,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,North,11-12-2024,104,194.03,19347.74,4.12,E-commerce,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,Central,21-09-2024,166,318.32,42663.92,19.26,Wholesale,Retailer,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,29-10-2024,251,378.56,76480.44,19.51,Retail,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,26-09-2024,7,354.47,2226.96,10.25,E-commerce,Farmer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,South,06-11-2024,386,450.71,140710.22,19.12,Retail,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,Central,24-09-2024,472,402.78,173762.51,8.6,Wholesale,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,04-11-2024,372,364.14,121588.97,10.24,E-commerce,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,01-09-2024,339,356.76,119804.79,0.94,Wholesale,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,11-11-2024,206,298.58,61046.17,0.75,E-commerce,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,Central,28-10-2024,295,445.65,126918,3.46,Retail,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,Central,03-10-2024,442,61.29,26226,3.19,Wholesale,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,15-10-2024,176,397.9,60751.37,13.25,Retail,Retailer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,11-11-2024,230,278.82,51347.77,19.93,Direct Sales,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,West,19-09-2024,141,466.71,63897.73,2.9,Retail,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,15-11-2024,102,331.54,27959.96,17.32,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,27-11-2024,64,133.36,8241.43,3.44,E-commerce,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,East,07-12-2024,202,334.2,62512.78,7.4,Direct Sales,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,01-10-2024,319,446.12,124779.41,12.32,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,East,09-10-2024,18,389.75,6711.73,4.33,Retail,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,14-11-2024,185,199.91,31483.93,14.87,Wholesale,Farmer,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,25-12-2024,351,95.59,28884.99,13.91,E-commerce,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,27-12-2024,157,463.77,61176.55,15.98,E-commerce,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,14-10-2024,269,185.35,46737.97,6.26,Retail,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,25-11-2024,492,165.05,68179.38,16.04,Direct Sales,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,East,15-10-2024,437,372.54,139193.98,14.5,E-commerce,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,East,02-09-2024,34,155.11,4255.38,19.31,Direct Sales,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,15-10-2024,51,396.82,19729.85,2.51,Wholesale,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,East,30-09-2024,10,151.54,1255.36,17.16,E-commerce,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,North,11-09-2024,494,274.57,111304.2,17.94,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,08-11-2024,102,291.56,26476.74,10.97,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,22-10-2024,155,230.1,35494.31,0.48,E-commerce,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,13-12-2024,327,346.77,99435.01,12.31,E-commerce,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,14-09-2024,194,120.67,20977.68,10.39,Direct Sales,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,31-12-2024,185,426.51,74761.87,5.25,Wholesale,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,20-10-2024,290,364.86,97757.3,7.61,Direct Sales,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,19-10-2024,116,438.75,43505.05,14.52,Wholesale,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,18-11-2024,67,163,10098.65,7.53,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,East,05-09-2024,208,286.38,52305.82,12.19,Wholesale,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,West,04-12-2024,16,127.44,1779.06,12.75,Direct Sales,Farmer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,Central,25-09-2024,379,303.29,97900.28,14.83,Direct Sales,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,01-09-2024,447,155.62,69075.21,0.7,Direct Sales,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,29-10-2024,179,214.93,35006.1,9.01,E-commerce,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,29-09-2024,317,462.99,146606.39,0.11,Wholesale,Retailer,Kharif
P010,Wheat Seeds,Cereals,Wheat,North,03-10-2024,82,424.16,34457.66,0.93,E-commerce,Retailer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,24-10-2024,438,90.91,38536.42,3.22,Retail,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,East,26-12-2024,263,201.05,42988.31,18.7,Retail,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,04-09-2024,338,480.88,135409.94,16.69,E-commerce,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,23-12-2024,462,257.06,112597.99,5.19,Retail,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,02-09-2024,254,234.22,51995.9,12.6,Retail,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,01-11-2024,134,226.02,26019.29,14.09,Retail,Farmer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,South,23-11-2024,13,432.16,4761.88,15.24,Retail,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,South,29-11-2024,175,493.77,81363.42,5.84,Direct Sales,Distributor,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,20-10-2024,240,316.08,65853.37,13.19,Retail,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,North,24-10-2024,449,212.96,84297.75,11.84,Direct Sales,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,19-09-2024,398,90.75,29602.72,18.04,E-commerce,Distributor,Kharif
P008,Soybean Seeds,Pulses,Soybean,East,23-11-2024,339,358.87,109612.89,9.9,E-commerce,Retailer,Rabi
P005,Tomato Seeds,Vegetables,Tomato,North,11-10-2024,243,122.92,26091.06,12.65,Direct Sales,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,East,02-11-2024,201,402.94,79897.56,1.35,Retail,Farmer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,22-10-2024,128,70.66,8255.8,8.72,Retail,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,East,06-09-2024,317,331.43,85637.1,18.49,Direct Sales,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,East,08-11-2024,497,469.26,188280.3,19.27,E-commerce,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,25-12-2024,239,233.26,51105.24,8.33,Wholesale,Distributor,Kharif
P007,Cotton Seeds,Fibers,Cotton,North,02-10-2024,191,340.59,54845.92,15.69,Retail,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,South,17-10-2024,247,273.78,54842.79,18.9,Direct Sales,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,13-11-2024,450,204.6,91011.2,1.15,E-commerce,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,East,14-10-2024,475,315.88,139554.99,6.99,Direct Sales,Retailer,Zaid
P008,Soybean Seeds,Pulses,Soybean,South,09-12-2024,175,98.66,16091.45,6.8,Direct Sales,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,30-09-2024,115,366.42,39669,5.86,Wholesale,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,North,03-11-2024,342,202.27,65876.63,4.77,Retail,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,West,12-09-2024,410,424.2,156477.62,10.03,E-commerce,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,West,29-09-2024,264,429.97,110742.39,2.44,Wholesale,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,08-09-2024,165,342.85,50873.63,10.07,Direct Sales,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,East,19-11-2024,446,496.52,214029.41,3.35,Retail,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,West,05-12-2024,341,246.56,80444.84,4.32,E-commerce,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,Central,28-09-2024,459,234.59,101302.34,5.92,Direct Sales,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,04-12-2024,315,444.86,119461.59,14.75,Wholesale,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,East,17-10-2024,30,493.34,12544.65,15.24,E-commerce,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,East,11-10-2024,366,252.31,90055.29,2.48,Wholesale,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,03-11-2024,498,72.33,29086.42,19.25,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,01-12-2024,241,491.7,116591.85,1.61,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,10-12-2024,189,363.4,66141.34,3.7,E-commerce,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,South,26-11-2024,144,350.22,43900.78,12.95,Wholesale,Retailer,Kharif
P008,Soybean Seeds,Pulses,Soybean,Central,30-12-2024,437,64.79,27837.57,1.68,Retail,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,13-10-2024,158,432.97,56663.39,17.17,Retail,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,05-11-2024,152,73.75,9747.09,13.05,E-commerce,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,Central,03-12-2024,189,60.42,9899.46,13.31,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,03-09-2024,146,126.63,16274.97,11.97,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,29-11-2024,451,96.73,36863.32,15.5,Wholesale,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,East,25-12-2024,224,238,45144.6,15.32,E-commerce,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,North,08-12-2024,266,123.22,29013.78,11.48,E-commerce,Retailer,Kharif
P008,Soybean Seeds,Pulses,Soybean,East,05-12-2024,442,327.6,141512.26,2.27,Retail,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,West,27-11-2024,181,435.84,76007.66,3.65,E-commerce,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,20-12-2024,234,371.34,84225.93,3.07,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,30-10-2024,454,316.8,138146.03,3.95,Direct Sales,Distributor,Kharif
P007,Cotton Seeds,Fibers,Cotton,North,22-09-2024,464,403.23,180718.65,3.41,Direct Sales,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,South,17-09-2024,499,339.34,145979.96,13.79,Retail,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,West,12-12-2024,217,107.37,22798.36,2.15,Retail,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,30-09-2024,170,335.32,54045.87,5.19,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,05-11-2024,144,392.25,47570.82,15.78,Direct Sales,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,Central,11-09-2024,363,266.19,86055.98,10.94,Wholesale,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,South,27-09-2024,183,91.57,14496.75,13.49,Wholesale,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,Central,07-12-2024,172,245.77,41891.99,0.9,Wholesale,Retailer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,27-12-2024,39,197.41,7463.4,3.06,Wholesale,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,Central,01-11-2024,443,103.58,36919.83,19.54,Retail,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,15-11-2024,180,118.73,19535.6,8.59,Retail,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,02-12-2024,265,71.17,16806.19,10.89,Direct Sales,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,12-09-2024,186,394.05,68236.06,6.9,Direct Sales,Distributor,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,08-11-2024,66,448.64,23785.91,19.67,Direct Sales,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,East,02-10-2024,373,395.05,127210.41,13.67,E-commerce,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,West,22-09-2024,493,418.52,195105.99,5.44,E-commerce,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,25-09-2024,86,451.01,38267.12,1.34,E-commerce,Farmer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,North,28-11-2024,214,203.81,35297.89,19.07,Wholesale,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,South,04-11-2024,247,443.84,98216.16,10.41,Retail,Farmer,Zaid
P007,Cotton Seeds,Fibers,Cotton,West,23-09-2024,360,432.3,133995.71,13.9,Direct Sales,Distributor,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,07-11-2024,269,254.69,58543.17,14.55,E-commerce,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,East,16-10-2024,329,465.54,125087.94,18.33,E-commerce,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,Central,12-09-2024,33,159.52,5235.73,0.54,Direct Sales,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,East,12-10-2024,261,252.92,61351.66,7.06,Wholesale,Distributor,Zaid
P005,Tomato Seeds,Vegetables,Tomato,Central,04-09-2024,202,437.98,80536.03,8.97,Direct Sales,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,01-12-2024,269,210.08,52340.97,7.38,Wholesale,Distributor,Kharif
P007,Cotton Seeds,Fibers,Cotton,North,11-12-2024,361,198.36,63279.95,11.63,Wholesale,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,North,08-12-2024,46,479.01,17977.92,18.41,E-commerce,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,North,11-12-2024,199,65.48,10669.39,18.12,Wholesale,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,12-09-2024,156,388.79,54549.73,10.06,Wholesale,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,West,03-12-2024,500,253.93,115461.97,9.06,Direct Sales,Distributor,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,08-09-2024,255,265.73,67029.33,1.08,Direct Sales,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,02-09-2024,372,112.63,33967,18.93,Wholesale,Farmer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,West,17-10-2024,228,204.28,37512.18,19.46,Direct Sales,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,20-09-2024,88,153.71,11715.28,13.39,Direct Sales,Farmer,Rabi
P010,Wheat Seeds,Cereals,Wheat,Central,07-09-2024,273,178.29,41532.82,14.67,Direct Sales,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,North,31-10-2024,265,301.62,69906.17,12.54,Direct Sales,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,South,28-09-2024,271,88.01,20461.52,14.21,Wholesale,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,North,25-12-2024,42,213.38,8452.92,5.68,Retail,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,East,11-10-2024,490,124.7,56752.47,7.12,Retail,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,South,17-11-2024,38,318.93,11644.26,3.92,E-commerce,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,West,12-12-2024,325,219.11,58820.08,17.4,Direct Sales,Distributor,Kharif
P008,Soybean Seeds,Pulses,Soybean,South,04-11-2024,424,465.21,174565.4,11.5,Direct Sales,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,07-11-2024,330,212.61,65797.27,6.22,Retail,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,29-09-2024,299,91.64,26690.69,2.59,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,04-09-2024,328,361.19,105000.24,11.37,Retail,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,23-09-2024,413,102.01,37230.4,11.63,Direct Sales,Retailer,Rabi
